yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Australia and New Zealand,Oceania,51
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Eastern Europe,Europe,602
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Latin America and the Caribbean,Americas,10429
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Northern Africa,Africa,116111
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Northern America,Americas,88209
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Northern Europe,Europe,23648
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Southern Asia,Asia,154462
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Southern Europe,Europe,48191
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Sub-Saharan Africa,Africa,539161
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Western Asia,Asia,3523930
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,Western Europe,Europe,261241
2009,2009,Export,Lebanon,57,Carpets and other textile floor coverings,World,World,6139995
