yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1971,21.0000287,57.0036901,59.36075159783851,25.01346951967388
2012,2012,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,9285,21.0000287,57.0036901,25.499703063807168,75.5024015339642
2012,2012,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,32512,21.0000287,57.0036901,,
2012,2012,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,1108,21.0000287,57.0036901,,
2012,2012,Re-Export,Oman,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,20148,21.0000287,57.0036901,,
