yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,5213668,25.62,42.35,-16.85099460447687,133.4130365630627
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,11987889,25.62,42.35,37.977378106878206,73.97804075806764
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,999488,25.62,42.35,51.67568633314729,27.673469819741847
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,4881828,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,745630,25.62,42.35,17.925141963241547,-78.01492950057497
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,31611562,25.62,42.35,43.897683433510366,-100.08947125585888
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,25491124,25.62,42.35,59.36075159783851,25.01346951967388
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,1494373,25.62,42.35,10.528384761701911,103.08333472012376
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,11191224,25.62,42.35,40.12399607988535,20.742583178432696
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,508977,25.62,42.35,6.06272746187266,22.727528470146083
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,4133570,25.62,42.35,26.42921218083572,52.86847103284948
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,41321798,25.62,42.35,47.92172048214207,7.866753258497997
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,185492109,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,29522,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,1327708,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,94427,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,4025,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Morocco, Morocco,7574,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,172586,25.62,42.35,,
2019,2019,Import,Saudi Arabia,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,14533748,25.62,42.35,,
