yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,1118498,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2006,2006,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,444369,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2006,2006,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,6763,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2006,2006,Export,Armenia,4,Dairy produce; birds eggs; natural honey;,World,World,2176463,40.7696272,44.6736646,,
