yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Australia and New Zealand,Oceania,44674
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Central Asia,Asia,102693
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Eastern Asia,Asia,8243131
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Eastern Europe,Europe,12291922
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Latin America and the Caribbean,Americas,234973
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Northern Africa,Africa,26406
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Northern America,Americas,2398216
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Northern Europe,Europe,3234077
2019,2019,Import,Georgia,38,Chemical products n.e.c.,South-eastern Asia,Asia,312041
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Southern Asia,Asia,1112558
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Southern Europe,Europe,4736605
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Sub-Saharan Africa,Africa,666690
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Western Asia,Asia,24301705
2019,2019,Import,Georgia,38,Chemical products n.e.c.,Western Europe,Europe,29186817
2019,2019,Import,Georgia,38,Chemical products n.e.c.,World,World,90297661
