yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Bahrain,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12024993.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2009,2009.0,Import,Bahrain,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31838.0,,26.1551249,50.5344606,4.5693754,102.2656823
2009,2009.0,Import,Bahrain,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",79053.0,,26.1551249,50.5344606,23.6585116,-102.0077097
2009,2009.0,Import,Bahrain,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",214343.0,,26.1551249,50.5344606,,
2009,2009.0,Import,Bahrain,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1572.0,,26.1551249,50.5344606,21.0000287,57.0036901
2009,2009.0,Import,Bahrain,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",83891.0,,26.1551249,50.5344606,52.2434979,5.6343227
2009,2009.0,Import,Bahrain,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",42582.0,,26.1551249,50.5344606,30.3308401,71.247499
2009,2009.0,Import,Bahrain,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",69449.0,,26.1551249,50.5344606,12.7503486,122.7312101
2009,2009.0,Import,Bahrain,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",597339.0,,26.1551249,50.5344606,52.215933,19.134422
2009,2009.0,Import,Bahrain,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3529.0,,26.1551249,50.5344606,39.6621648,-8.1353519
2009,2009.0,Import,Bahrain,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49101.0,,26.1551249,50.5344606,64.6863136,97.7453061
2009,2009.0,Import,Bahrain,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",279343.0,,26.1551249,50.5344606,25.6242618,42.3528328
2009,2009.0,Import,Bahrain,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",797775.0,,26.1551249,50.5344606,22.3511148,78.6677428
2009,2009.0,Import,Bahrain,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13612.0,,26.1551249,50.5344606,1.357107,103.8194992
2009,2009.0,Import,Bahrain,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28832.0,,26.1551249,50.5344606,15.9266657,107.9650855
2009,2009.0,Import,Bahrain,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14633.0,,26.1551249,50.5344606,45.8133113,14.4808369
2009,2009.0,Import,Bahrain,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10471.0,,26.1551249,50.5344606,-28.8166236,24.991639
2009,2009.0,Import,Bahrain,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",199853.0,,26.1551249,50.5344606,39.3260685,-4.8379791
2009,2009.0,Import,Bahrain,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11194.0,,26.1551249,50.5344606,59.6749712,14.5208584
2009,2009.0,Import,Bahrain,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",165739.0,,26.1551249,50.5344606,46.7985624,8.2319736
2009,2009.0,Import,Bahrain,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8492.0,,26.1551249,50.5344606,34.6401861,39.0494106
2009,2009.0,Import,Bahrain,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",131361.0,,26.1551249,50.5344606,14.8971921,100.83273
2009,2009.0,Import,Bahrain,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",163537.0,,26.1551249,50.5344606,24.0002488,53.9994829
2009,2009.0,Import,Bahrain,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",43229.0,,26.1551249,50.5344606,38.9597594,34.9249653
2009,2009.0,Import,Bahrain,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",57939.0,,26.1551249,50.5344606,26.2540493,29.2675469
2009,2009.0,Import,Bahrain,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",940400.0,,26.1551249,50.5344606,54.7023545,-3.2765753
2009,2009.0,Import,Bahrain,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1196905.0,,26.1551249,50.5344606,39.7837304,-100.445882
