yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Australia and New Zealand,Oceania,33000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Eastern Asia,Asia,15000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Eastern Europe,Europe,158000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Latin America and the Caribbean,Americas,227000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Northern America,Americas,312000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Northern Europe,Europe,823000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,South-eastern Asia,Asia,12000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Southern Europe,Europe,342000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Western Asia,Asia,120000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,Western Europe,Europe,1054000
1995,1995,Export,Israel,91,Clocks and watches and parts thereof,World,World,3406000
