yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1634,31.17,-7.33,43.897683433510366,-100.08947125585888
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,388,31.17,-7.33,40.12399607988535,20.742583178432696
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,89508,31.17,-7.33,6.06272746187266,22.727528470146083
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,17678,31.17,-7.33,,
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,6601,31.17,-7.33,47.92172048214207,7.866753258497997
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,148855,31.17,-7.33,,
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,18661,31.17,-7.33,,
2007,2007,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Mauritania, Mauritania,14383,31.17,-7.33,,
