yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,118812,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,20582423,30.3308401,71.247499,37.977378106878206,73.97804075806764
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,125156,30.3308401,71.247499,51.67568633314729,27.673469819741847
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,19188,30.3308401,71.247499,,
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,112201,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,5877823,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,14501507,30.3308401,71.247499,59.36075159783851,25.01346951967388
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,6228407,30.3308401,71.247499,10.528384761701911,103.08333472012376
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,71347,30.3308401,71.247499,25.499703063807168,75.5024015339642
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1456407,30.3308401,71.247499,40.12399607988535,20.742583178432696
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,38434,30.3308401,71.247499,6.06272746187266,22.727528470146083
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1764651,30.3308401,71.247499,26.42921218083572,52.86847103284948
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,6968194,30.3308401,71.247499,47.92172048214207,7.866753258497997
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,69636984,30.3308401,71.247499,,
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,1264,30.3308401,71.247499,,
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,41989,30.3308401,71.247499,,
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2596518,30.3308401,71.247499,,
2017,2017,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,395399,30.3308401,71.247499,,
