yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,67924,24.0002488,53.9994829,-16.85099460447687,133.4130365630627
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,338636,24.0002488,53.9994829,39.89317229901691,61.060280637304274
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,453338,24.0002488,53.9994829,37.977378106878206,73.97804075806764
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,124673,24.0002488,53.9994829,51.67568633314729,27.673469819741847
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,62616,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,4607,24.0002488,53.9994829,17.925141963241547,-78.01492950057497
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,86173,24.0002488,53.9994829,43.897683433510366,-100.08947125585888
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,225615,24.0002488,53.9994829,59.36075159783851,25.01346951967388
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,351232,24.0002488,53.9994829,10.528384761701911,103.08333472012376
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,4621813,24.0002488,53.9994829,25.499703063807168,75.5024015339642
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,1688,24.0002488,53.9994829,40.12399607988535,20.742583178432696
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,12409380,24.0002488,53.9994829,6.06272746187266,22.727528470146083
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,15781,24.0002488,53.9994829,26.42921218083572,52.86847103284948
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,67260,24.0002488,53.9994829,47.92172048214207,7.866753258497997
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;,World,World,74858566,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Afghanistan, Afghanistan,370565,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Algeria, Algeria,408737,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Azerbaijan, Azerbaijan,70435,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Bahrain, Bahrain,483861,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Comoros, Comoros,39583,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Cyprus, Cyprus,1416,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Djibouti, Djibouti,585142,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Iraq, Iraq,30889447,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Jordan, Jordan,73757,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Kuwait, Kuwait,797597,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Lebanon, Lebanon,161113,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Libya, Libya,317274,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Mauritania, Mauritania,20309,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Morocco, Morocco,158982,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Oman, Oman,5928432,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Pakistan, Pakistan,949998,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Qatar, Qatar,1235003,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Saudi Arabia, Saudi Arabia,509135,24.0002488,53.9994829,,
2006,2006,Re-Export,United Arab Emirates,4,Dairy produce; birds eggs; natural honey;, Yemen, Yemen,5841462,24.0002488,53.9994829,,
