yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2008,2008,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,55089,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2008,2008,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,2070,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2008,2008,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,2117,33.7680065,66.2385139,51.67568633314729,27.673469819741847
2008,2008,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,320294,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2008,2008,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,5000,33.7680065,66.2385139,26.42921218083572,52.86847103284948
2008,2008,Import,Afghanistan,25,Salt; sulfur; earths and stone; plastering materials,World,World,28986814,33.7680065,66.2385139,,
