yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Eastern Asia,Asia,39040
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Latin America and the Caribbean,Americas,13917
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Northern Africa,Africa,1762
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Northern America,Americas,3071
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",South-eastern Asia,Asia,56907
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Southern Europe,Europe,33178
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Sub-Saharan Africa,Africa,1050125
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Western Asia,Asia,25067
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",Western Europe,Europe,338749
2009,2009,Import,Comoros,22,"Beverages, spirits and vinegar",World,World,2807911
