rtTitle,Subregion,rgDesc,TradeValue
Georgia,Afghanistan,Export,707475
Georgia,Afghanistan,Import,57932
Georgia,Algeria,Export,3944528
Georgia,Algeria,Import,9581
Georgia,Armenia,Export,54762515
Georgia,Armenia,Import,35729817
Georgia,Azerbaijan,Export,81943032
Georgia,Azerbaijan,Import,311008342
Georgia,Bahrain,Import,4526
Georgia,Cyprus,Export,589154
Georgia,Cyprus,Import,2469727
Georgia,Iraq,Export,786489
Georgia,Iraq,Import,126496
Georgia,Israel,Export,2141392
Georgia,Israel,Import,21772699
Georgia,Jordan,Export,3021
Georgia,Jordan,Import,39727
Georgia,Kuwait,Import,227671
Georgia,Lebanon,Export,19964
Georgia,Lebanon,Import,258301
Georgia,Malta,Export,1157
Georgia,Malta,Import,803890
Georgia,Morocco,Import,127937
Georgia,Oman,Import,380307
Georgia,Pakistan,Import,445880
Georgia,Qatar,Export,800
Georgia,Saudi Arabia,Export,1521
Georgia,Saudi Arabia,Import,185386
Georgia,United Arab Emirates,Export,7241119
Georgia,United Arab Emirates,Import,99564956
Georgia,Yemen,Export,1382299
