yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,22000,33.8750629,35.843409,-16.85099460447687,133.4130365630627
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,270000,33.8750629,35.843409,37.977378106878206,73.97804075806764
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,14513000,33.8750629,35.843409,51.67568633314729,27.673469819741847
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,3184000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,1171000,33.8750629,35.843409,17.925141963241547,-78.01492950057497
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,602000,33.8750629,35.843409,43.897683433510366,-100.08947125585888
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,933000,33.8750629,35.843409,59.36075159783851,25.01346951967388
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,22000,33.8750629,35.843409,10.528384761701911,103.08333472012376
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,173000,33.8750629,35.843409,25.499703063807168,75.5024015339642
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,11129000,33.8750629,35.843409,40.12399607988535,20.742583178432696
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,353000,33.8750629,35.843409,6.06272746187266,22.727528470146083
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,399000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,40642000,33.8750629,35.843409,26.42921218083572,52.86847103284948
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,937000,33.8750629,35.843409,47.92172048214207,7.866753258497997
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials,World,World,81870000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Cyprus, Cyprus,1676000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,67000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Jordan, Jordan,1860000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Morocco, Morocco,30000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,13000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Pakistan, Pakistan,13000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,648000,33.8750629,35.843409,,
2004,2004,Import,Lebanon,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,7000,33.8750629,35.843409,,
