yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,980,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,2541344,30.3308401,71.247499,37.977378106878206,73.97804075806764
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,68101,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,15359,30.3308401,71.247499,59.36075159783851,25.01346951967388
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,10309,30.3308401,71.247499,10.528384761701911,103.08333472012376
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,2412,30.3308401,71.247499,25.499703063807168,75.5024015339642
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,19192,30.3308401,71.247499,40.12399607988535,20.742583178432696
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,27932,30.3308401,71.247499,6.06272746187266,22.727528470146083
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,26336,30.3308401,71.247499,26.42921218083572,52.86847103284948
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,4889,30.3308401,71.247499,47.92172048214207,7.866753258497997
2007,2007,Export,Pakistan,4,Dairy produce; birds eggs; natural honey;,World,World,33499443,30.3308401,71.247499,,
