yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2012,2012,Export,Comoros,78,Lead and articles thereof,Sub-Saharan Africa,Africa,91
2012,2012,Export,Comoros,78,Lead and articles thereof,World,World,91
