yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,987
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,26846
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,32548
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,75142
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,1247895
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,27107
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Sub-Saharan Africa,Africa,924782
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,1948640
2011,2011,Import,Comoros,4,Dairy produce; birds eggs; natural honey;,World,World,6165252
