yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,359381,34.9823018,33.1451285,,
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,2477,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,8025,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,33763,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,World,World,547964,34.9823018,33.1451285,,
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Georgia, Georgia,2012,34.9823018,33.1451285,,
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Kuwait, Kuwait,15181,34.9823018,33.1451285,,
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,106364,34.9823018,33.1451285,,
2002,2002,Re-Export,Cyprus,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,20760,34.9823018,33.1451285,,
