yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,21558,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Oman, Oman,133,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,157,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,16585,26.1551249,50.5344606,,
2003,2003,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,4684,26.1551249,50.5344606,,
