yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1260237107.0,,31.1667049,36.941628,-36.8535712,174.7456809
2013,2013.0,Import,Jordan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36392.0,,31.1667049,36.941628,-34.9964963,-64.9672817
2013,2013.0,Import,Jordan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",922857.0,,31.1667049,36.941628,-24.7761086,134.755
2013,2013.0,Import,Jordan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4219688.0,,31.1667049,36.941628,47.59397,14.12456
2013,2013.0,Import,Jordan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",628.0,,31.1667049,36.941628,24.4769288,90.2934413
2013,2013.0,Import,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2722023.0,,31.1667049,36.941628,50.6402809,4.6667145
2013,2013.0,Import,Jordan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",479465.0,,31.1667049,36.941628,-10.3333333,-53.2
2013,2013.0,Import,Jordan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10387.0,,31.1667049,36.941628,42.6073975,25.4856617
2013,2013.0,Import,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6078513.0,,31.1667049,36.941628,61.0666922,-107.991707
2013,2013.0,Import,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63556829.0,,31.1667049,36.941628,35.000074,104.999927
2013,2013.0,Import,Jordan,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",145893.0,,31.1667049,36.941628,-2.9814344,23.8222636
