yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,1000,31.1667049,36.941628,6.06272746187266,22.727528470146083
2004,2004,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials,World,World,4102977,31.1667049,36.941628,,
2004,2004,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,155276,31.1667049,36.941628,,
2004,2004,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Lebanon, Lebanon,635,31.1667049,36.941628,,
2004,2004,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,1693,31.1667049,36.941628,,
2004,2004,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,1058,31.1667049,36.941628,,
