yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,609,32.3293809,-83.1137366,-16.85099460447687,133.4130365630627
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Central Asia,Asia,6290,32.3293809,-83.1137366,39.89317229901691,61.060280637304274
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,1242,32.3293809,-83.1137366,37.977378106878206,73.97804075806764
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,5423034,32.3293809,-83.1137366,51.67568633314729,27.673469819741847
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,8969,32.3293809,-83.1137366,43.897683433510366,-100.08947125585888
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,41561,32.3293809,-83.1137366,59.36075159783851,25.01346951967388
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,4460,32.3293809,-83.1137366,25.499703063807168,75.5024015339642
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,208641,32.3293809,-83.1137366,40.12399607988535,20.742583178432696
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Western Asia,Asia,2362326,32.3293809,-83.1137366,26.42921218083572,52.86847103284948
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,308090,32.3293809,-83.1137366,47.92172048214207,7.866753258497997
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials,World,World,21014676,32.3293809,-83.1137366,,
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials, Armenia, Armenia,11895788,32.3293809,-83.1137366,,
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials, Azerbaijan, Azerbaijan,729941,32.3293809,-83.1137366,,
2005,2005,Import,Georgia,25,Salt; sulfur; earths and stone; plastering materials, United Arab Emirates, United Arab Emirates,22246,32.3293809,-83.1137366,,
