yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Central Asia,Asia,277269,40.3936294,47.7872508,39.89317229901691,61.060280637304274
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Asia,Asia,252724,40.3936294,47.7872508,37.977378106878206,73.97804075806764
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,71295029,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Latin America and the Caribbean,Americas,23664,40.3936294,47.7872508,17.925141963241547,-78.01492950057497
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,11987,40.3936294,47.7872508,43.897683433510366,-100.08947125585888
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern Europe,Europe,210711,40.3936294,47.7872508,59.36075159783851,25.01346951967388
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,South-eastern Asia,Asia,57696,40.3936294,47.7872508,10.528384761701911,103.08333472012376
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Southern Asia,Asia,230679,40.3936294,47.7872508,25.499703063807168,75.5024015339642
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Asia,Asia,403998,40.3936294,47.7872508,26.42921218083572,52.86847103284948
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,1603522,40.3936294,47.7872508,47.92172048214207,7.866753258497997
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,74372588,40.3936294,47.7872508,,
2011,2011,Import,Azerbaijan,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,4881,40.3936294,47.7872508,,
