yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,44823,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,901,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,26750,31.1728205,-7.3362482,6.06272746187266,22.727528470146083
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,67069,31.1728205,-7.3362482,,
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1431,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,226930,31.1728205,-7.3362482,,
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,16225,31.1728205,-7.3362482,,
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,1481,31.1728205,-7.3362482,,
2002,2002,Export,Morocco,35,Albuminoidal substances; modified starches; glues; enzymes, Mauritania, Mauritania,63886,31.1728205,-7.3362482,,
