yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Latin America and the Caribbean,Americas,41807,31.1728205,-7.3362482,17.925141963241547,-78.01492950057497
2003,2003,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Northern Europe,Europe,10351,31.1728205,-7.3362482,59.36075159783851,25.01346951967388
2003,2003,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Southern Europe,Europe,618738,31.1728205,-7.3362482,40.12399607988535,20.742583178432696
2003,2003,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,Western Europe,Europe,2937893,31.1728205,-7.3362482,47.92172048214207,7.866753258497997
2003,2003,Import,Morocco,11,Products of the milling industry; malt; starches; inulin,World,World,3613186,31.1728205,-7.3362482,,
