yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,3839,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,1091135,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,33427,25.3336984,51.2295295,51.67568633314729,27.673469819741847
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,41963,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,184324,25.3336984,51.2295295,17.925141963241547,-78.01492950057497
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4487861,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1043124,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,173798,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,108956,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,580352,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,3330,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,20986,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,133345,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1346630,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,16594270,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,1386,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,87196,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,116727,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,56,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,34678,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Pakistan, Pakistan,7178,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,2313522,25.3336984,51.2295295,,
2012,2012,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,3362282,25.3336984,51.2295295,,
