yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Central Asia,Asia,22504
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Eastern Asia,Asia,546
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Eastern Europe,Europe,82664
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Latin America and the Caribbean,Americas,20000
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Northern America,Americas,29617
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Northern Europe,Europe,28089
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",South-eastern Asia,Asia,373431
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Southern Asia,Asia,80702
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Southern Europe,Europe,9352
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Western Asia,Asia,172546
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",Western Europe,Europe,261994
2003,2003,Import,Georgia,9,"Coffee, tea, mate and spices",World,World,2408423
