yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,12905,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials,World,World,7005772,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Iraq, Iraq,104703,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Israel, Israel,5675,31.1667049,36.941628,,
2006,2006,Re-Export,Jordan,25,Salt; sulfur; earths and stone; plastering materials, Lebanon, Lebanon,2282,31.1667049,36.941628,,
