yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,4345,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2003,2003,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,12352,35.8885993,14.4476911,40.12399607988535,20.742583178432696
2003,2003,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,9841,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2003,2003,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,World,World,35624,35.8885993,14.4476911,,
2003,2003,Export,Malta,25,Salt; sulfur; earths and stone; plastering materials,Libya, Libya,9086,35.8885993,14.4476911,,
