yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2003,2003,Re-Export,Comoros,76,Aluminium and articles thereof,Sub-Saharan Africa,Africa,1025
2003,2003,Re-Export,Comoros,76,Aluminium and articles thereof,World,World,1025
