yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,143227,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,3498539,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,5709,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,1051,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials,World,World,14811645,40.7696272,44.6736646,,
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials, Georgia, Georgia,11162986,40.7696272,44.6736646,,
2005,2005,Export,Armenia,25,Salt; sulfur; earths and stone; plastering materials, Israel, Israel,133,40.7696272,44.6736646,,
