yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,2988,29.2733964,47.4979476,59.36075159783851,25.01346951967388
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,155376,29.2733964,47.4979476,,
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,2493,29.2733964,47.4979476,,
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,8499,29.2733964,47.4979476,,
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Oman, Oman,48105,29.2733964,47.4979476,,
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,45080,29.2733964,47.4979476,,
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,23604,29.2733964,47.4979476,,
2015,2015,Re-Export,Kuwait,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,24604,29.2733964,47.4979476,,
