yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,477049,26.1551249,50.5344606,-16.85099460447687,133.4130365630627
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,590540,26.1551249,50.5344606,37.977378106878206,73.97804075806764
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,6570,26.1551249,50.5344606,51.67568633314729,27.673469819741847
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,522586,26.1551249,50.5344606,43.897683433510366,-100.08947125585888
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,481475,26.1551249,50.5344606,59.36075159783851,25.01346951967388
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,219539,26.1551249,50.5344606,10.528384761701911,103.08333472012376
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,5698,26.1551249,50.5344606,25.499703063807168,75.5024015339642
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,375823,26.1551249,50.5344606,40.12399607988535,20.742583178432696
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,28887,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,180175,26.1551249,50.5344606,26.42921218083572,52.86847103284948
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2498588,26.1551249,50.5344606,47.92172048214207,7.866753258497997
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,10048180,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,66,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,72623,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,31356,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Malta, Malta,7203,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Morocco, Morocco,11860,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Qatar, Qatar,79539,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,2218117,26.1551249,50.5344606,,
2013,2013,Import,Bahrain,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,753025,26.1551249,50.5344606,,
