yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2012,2012,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Eastern Europe,Europe,26491,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2012,2012,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Northern America,Americas,55392,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2012,2012,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,Western Europe,Europe,12099,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2012,2012,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten,World,World,117782,40.7696272,44.6736646,,
2012,2012,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, Georgia, Georgia,17500,40.7696272,44.6736646,,
2012,2012,Export,Armenia,11,Products of the milling industry; malt; starches; inulin; wheat gluten, United Arab Emirates, United Arab Emirates,6300,40.7696272,44.6736646,,
