yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,17354639,31.1667049,36.941628,-16.85099460447687,133.4130365630627
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,40258,31.1667049,36.941628,39.89317229901691,61.060280637304274
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,3183,31.1667049,36.941628,37.977378106878206,73.97804075806764
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,3572495,31.1667049,36.941628,51.67568633314729,27.673469819741847
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Latin America and the Caribbean,Americas,2057547,31.1667049,36.941628,17.925141963241547,-78.01492950057497
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern Africa,Africa,2887932,31.1667049,36.941628,19.569604022535763,12.47761721199581
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,544780,31.1667049,36.941628,43.897683433510366,-100.08947125585888
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,6048996,31.1667049,36.941628,59.36075159783851,25.01346951967388
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,18690,31.1667049,36.941628,10.528384761701911,103.08333472012376
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,134697,31.1667049,36.941628,25.499703063807168,75.5024015339642
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,162448,31.1667049,36.941628,40.12399607988535,20.742583178432696
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,1313963,31.1667049,36.941628,26.42921218083572,52.86847103284948
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,30273475,31.1667049,36.941628,47.92172048214207,7.866753258497997
2002,2002,Import,Jordan,4,Dairy produce; birds eggs; natural honey;,World,World,74118399,31.1667049,36.941628,,
