yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Kuwait,World,99,Commodities not specified according to kind,1027361,,,-36.8535712,174.7456809
2019,2019,Re-Export,Kuwait,World,99,Commodities not specified according to kind,27076632,,,-36.8535712,174.7456809
2020,2020,Re-Export,Kuwait,World,99,Commodities not specified according to kind,25811360,,,-36.8535712,174.7456809
2016,2016,Re-Export,Oman,World,99,Commodities not specified according to kind,15318638,,,-36.8535712,174.7456809
2018,2018,Re-Export,Oman,World,99,Commodities not specified according to kind,39475715,,,-36.8535712,174.7456809
2019,2019,Re-Export,Oman,World,99,Commodities not specified according to kind,27393204,,,-36.8535712,174.7456809
2020,2020,Re-Export,Oman,World,99,Commodities not specified according to kind,22482741,,,-36.8535712,174.7456809
2021,2021,Re-Export,Oman,World,99,Commodities not specified according to kind,24757016,,,-36.8535712,174.7456809
2016,2016,Re-Export,Qatar,World,99,Commodities not specified according to kind,71916865,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Re-Export,Qatar,World,99,Commodities not specified according to kind,40847243,25.3336984,51.2295295,-36.8535712,174.7456809
2019,2019,Re-Export,Qatar,World,99,Commodities not specified according to kind,63365861,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016,Re-Export,Saudi Arabia,World,99,Commodities not specified according to kind,518831975,,,-36.8535712,174.7456809
2018,2018,Re-Export,Saudi Arabia,World,99,Commodities not specified according to kind,160730185,,,-36.8535712,174.7456809
2020,2020,Re-Export,Saudi Arabia,World,99,Commodities not specified according to kind,305244633,,,-36.8535712,174.7456809
