yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,899348,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Central Asia,Asia,13415,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,38375089,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,24336189,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,17780807,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,16473354,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,21384172,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,81506866,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4914321,38.9597594,34.9249653,10.528384761701911,103.08333472012376
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,71371,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,37270065,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,295295,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,60310,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,139379,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,179122718,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,438778529,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Algeria, Algeria,9190,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Cyprus, Cyprus,965,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Georgia, Georgia,365,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Iraq, Iraq,179,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,126312,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,105885,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,12296,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Pakistan, Pakistan,428770,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,25715,38.9597594,34.9249653,,
2016,2016,Import,Turkey,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,3536,38.9597594,34.9249653,,
