yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",497287419.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2019,2019.0,Export,Bahrain,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13631.0,,26.1551249,50.5344606,28.0000272,2.9999825
2019,2019.0,Export,Bahrain,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3333625.0,,26.1551249,50.5344606,-11.8775768,17.5691241
2019,2019.0,Export,Bahrain,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",373963.0,,26.1551249,50.5344606,-24.7761086,134.755
2019,2019.0,Export,Bahrain,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20345.0,,26.1551249,50.5344606,47.59397,14.12456
2019,2019.0,Export,Bahrain,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1085521.0,,26.1551249,50.5344606,24.4769288,90.2934413
2019,2019.0,Export,Bahrain,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16489.0,,26.1551249,50.5344606,50.6402809,4.6667145
2019,2019.0,Export,Bahrain,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",313300.0,,26.1551249,50.5344606,-10.3333333,-53.2
2019,2019.0,Export,Bahrain,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5923221.0,,26.1551249,50.5344606,12.5433216,104.8144914
2019,2019.0,Export,Bahrain,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3100.0,,26.1551249,50.5344606,4.6125522,13.1535811
2019,2019.0,Export,Bahrain,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",334678.0,,26.1551249,50.5344606,61.0666922,-107.991707
2019,2019.0,Export,Bahrain,Cayman Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31914.0,,26.1551249,50.5344606,,
2019,2019.0,Export,Bahrain,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",165415405.0,,26.1551249,50.5344606,35.000074,104.999927
2019,2019.0,Export,Bahrain,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21542.0,,26.1551249,50.5344606,34.9823018,33.1451285
2019,2019.0,Export,Bahrain,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",355242.0,,26.1551249,50.5344606,9.5293472,2.2584408
2019,2019.0,Export,Bahrain,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",278898.0,,26.1551249,50.5344606,55.670249,10.3333283
2019,2019.0,Export,Bahrain,Dominican Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21.0,,26.1551249,50.5344606,,
2019,2019.0,Export,Bahrain,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",139768.0,,26.1551249,50.5344606,1.613172,10.5170357
2019,2019.0,Export,Bahrain,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1245046.0,,26.1551249,50.5344606,10.2116702,38.6521203
2019,2019.0,Export,Bahrain,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108244.0,,26.1551249,50.5344606,46.603354,1.8883335
2019,2019.0,Export,Bahrain,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5319.0,,26.1551249,50.5344606,11.8145966,42.8453061
2019,2019.0,Export,Bahrain,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1311328.0,,26.1551249,50.5344606,51.1638175,10.4478313
2019,2019.0,Export,Bahrain,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20.0,,26.1551249,50.5344606,8.0300284,-1.0800271
2019,2019.0,Export,Bahrain,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45212.0,,26.1551249,50.5344606,38.9953683,21.9877132
2019,2019.0,Export,Bahrain,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5799006.0,,26.1551249,50.5344606,22.350627,114.1849161
2019,2019.0,Export,Bahrain,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12488.0,,26.1551249,50.5344606,47.1817585,19.5060937
2019,2019.0,Export,Bahrain,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4346074.0,,26.1551249,50.5344606,33.0955793,44.1749775
2019,2019.0,Export,Bahrain,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35972.0,,26.1551249,50.5344606,52.865196,-7.9794599
2019,2019.0,Export,Bahrain,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",122006.0,,26.1551249,50.5344606,42.6384261,12.674297
2019,2019.0,Export,Bahrain,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48463.0,,26.1551249,50.5344606,7.9897371,-5.5679458
2019,2019.0,Export,Bahrain,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",299906.0,,26.1551249,50.5344606,36.5748441,139.2394179
2019,2019.0,Export,Bahrain,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10156888.0,,26.1551249,50.5344606,31.1667049,36.941628
2019,2019.0,Export,Bahrain,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180757.0,,26.1551249,50.5344606,1.4419683,38.4313975
2019,2019.0,Export,Bahrain,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38031.0,,26.1551249,50.5344606,,
2019,2019.0,Export,Bahrain,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6047996.0,,26.1551249,50.5344606,29.2733964,47.4979476
2019,2019.0,Export,Bahrain,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",200743.0,,26.1551249,50.5344606,33.8750629,35.843409
2019,2019.0,Export,Bahrain,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7978.0,,26.1551249,50.5344606,26.8234472,18.1236723
2019,2019.0,Export,Bahrain,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",713898.0,,26.1551249,50.5344606,4.5693754,102.2656823
2019,2019.0,Export,Bahrain,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1658244.0,,26.1551249,50.5344606,23.6585116,-102.0077097
2019,2019.0,Export,Bahrain,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25421.0,,26.1551249,50.5344606,,
2019,2019.0,Export,Bahrain,Mongolia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",385.0,,26.1551249,50.5344606,46.8250388,103.8499736
2019,2019.0,Export,Bahrain,Montenegro,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10638.0,,26.1551249,50.5344606,42.9868853,19.5180992
2019,2019.0,Export,Bahrain,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",98404.0,,26.1551249,50.5344606,31.1728205,-7.3362482
2019,2019.0,Export,Bahrain,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1748075.0,,26.1551249,50.5344606,21.0000287,57.0036901
2019,2019.0,Export,Bahrain,Namibia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28367.0,,26.1551249,50.5344606,-23.2335499,17.3231107
2019,2019.0,Export,Bahrain,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",612753.0,,26.1551249,50.5344606,52.2434979,5.6343227
2019,2019.0,Export,Bahrain,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13397.0,,26.1551249,50.5344606,-41.5000831,172.8344077
2019,2019.0,Export,Bahrain,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18617.0,,26.1551249,50.5344606,60.5000209,9.0999715
2019,2019.0,Export,Bahrain,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",212646.0,,26.1551249,50.5344606,30.3308401,71.247499
2019,2019.0,Export,Bahrain,Paraguay,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125174.0,,26.1551249,50.5344606,-23.3165935,-58.1693445
2019,2019.0,Export,Bahrain,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67115.0,,26.1551249,50.5344606,12.7503486,122.7312101
2019,2019.0,Export,Bahrain,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",228189.0,,26.1551249,50.5344606,52.215933,19.134422
