yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,17716,31.1667049,36.941628,37.977378106878206,73.97804075806764
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,806155,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,74881,31.1667049,36.941628,6.06272746187266,22.727528470146083
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Sudan,Sudan,34152,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1256881,31.1667049,36.941628,26.42921218083572,52.86847103284948
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,6124753,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,167062,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Iraq, Iraq,763087,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Israel, Israel,7223,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,47012,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Lebanon, Lebanon,169736,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Qatar, Qatar,187302,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1292073,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,State of Palestine, State of Palestine,466340,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,112132,31.1667049,36.941628,,
2018,2018,Export,Jordan,35,Albuminoidal substances; modified starches; glues; enzymes,Yemen, Yemen,15097,31.1667049,36.941628,,
