yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Australia and New Zealand,Oceania,69574,38.9597594,34.9249653,-16.85099460447687,133.4130365630627
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Central Asia,Asia,266844,38.9597594,34.9249653,39.89317229901691,61.060280637304274
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,44915,38.9597594,34.9249653,37.977378106878206,73.97804075806764
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Europe,Europe,749362,38.9597594,34.9249653,51.67568633314729,27.673469819741847
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Latin America and the Caribbean,Americas,40852,38.9597594,34.9249653,17.925141963241547,-78.01492950057497
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern America,Americas,209438,38.9597594,34.9249653,43.897683433510366,-100.08947125585888
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,1503995,38.9597594,34.9249653,59.36075159783851,25.01346951967388
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Asia,Asia,2279724,38.9597594,34.9249653,25.499703063807168,75.5024015339642
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Southern Europe,Europe,4726972,38.9597594,34.9249653,40.12399607988535,20.742583178432696
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,10404685,38.9597594,34.9249653,6.06272746187266,22.727528470146083
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,195298,38.9597594,34.9249653,26.42921218083572,52.86847103284948
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,4640151,38.9597594,34.9249653,47.92172048214207,7.866753258497997
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,33464699,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Afghanistan, Afghanistan,523965,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Algeria, Algeria,29134,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Azerbaijan, Azerbaijan,998294,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Bahrain, Bahrain,17540,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Cyprus, Cyprus,317817,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Georgia, Georgia,3355532,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Iraq, Iraq,1269009,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Israel, Israel,612611,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Jordan, Jordan,115041,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Kuwait, Kuwait,179938,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Lebanon, Lebanon,47310,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Libya, Libya,11941,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Mauritania, Mauritania,123940,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Morocco, Morocco,181713,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Oman, Oman,10704,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Qatar, Qatar,20748,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, Saudi Arabia, Saudi Arabia,444118,38.9597594,34.9249653,,
2016,2016,Export,Turkey,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations, United Arab Emirates, United Arab Emirates,62804,38.9597594,34.9249653,,
