yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2007,2007,Re-Export,State of Palestine,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",World,World,265340,31.46,34.26,,
2007,2007,Re-Export,State of Palestine,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",Israel, Israel,265340,31.46,34.26,,
