yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,77827,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,449,40.7696272,44.6736646,43.897683433510366,-100.08947125585888
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,24980,40.7696272,44.6736646,59.36075159783851,25.01346951967388
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,15,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,193096,40.7696272,44.6736646,,
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,89345,40.7696272,44.6736646,,
2010,2010,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Jordan, Jordan,480,40.7696272,44.6736646,,
