yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Eastern Asia,Asia,25390,31.46,34.26,37.977378106878206,73.97804075806764
2015,2015,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,9236,31.46,34.26,26.42921218083572,52.86847103284948
2015,2015,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,513457,31.46,34.26,,
2015,2015,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Israel, Israel,473099,31.46,34.26,,
