yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Australia and New Zealand,Oceania,1499531
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Eastern Asia,Asia,3407292
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Eastern Europe,Europe,112474
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Latin America and the Caribbean,Americas,1301727
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Northern Africa,Africa,3343182
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Northern America,Americas,59791
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Northern Europe,Europe,4274234
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",South-eastern Asia,Asia,14531374
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Southern Asia,Asia,1507955
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Southern Europe,Europe,12113406
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Sub-Saharan Africa,Africa,3001129
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",Western Europe,Europe,6074810
2011,2011,Import,Cyprus,3,"Fish and crustaceans, molluscs and other acquatic invertebrates",World,World,59707369
