yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Oman,World,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,226739227.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2018,2018.0,Import,Oman,Jordan,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,17133.0,,21.0000287,57.0036901,31.1667049,36.941628
2018,2018.0,Import,Oman,Rep. of Korea,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,8913921.0,,21.0000287,57.0036901,,
2018,2018.0,Import,Oman,Kuwait,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,130.0,,21.0000287,57.0036901,29.2733964,47.4979476
2018,2018.0,Import,Oman,Lebanon,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,246423.0,,21.0000287,57.0036901,33.8750629,35.843409
2018,2018.0,Import,Oman,Malaysia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,26867552.0,,21.0000287,57.0036901,4.5693754,102.2656823
2018,2018.0,Import,Oman,Malta,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,125797.0,,21.0000287,57.0036901,35.8885993,14.4476911
2018,2018.0,Import,Oman,Morocco,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,51971.0,,21.0000287,57.0036901,31.1728205,-7.3362482
2018,2018.0,Import,Oman,Netherlands,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,45867.0,,21.0000287,57.0036901,52.2434979,5.6343227
2018,2018.0,Import,Oman,Pakistan,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,18447.0,,21.0000287,57.0036901,30.3308401,71.247499
2018,2018.0,Import,Oman,Philippines,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,4026.0,,21.0000287,57.0036901,12.7503486,122.7312101
2018,2018.0,Import,Oman,Poland,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,132.0,,21.0000287,57.0036901,52.215933,19.134422
2018,2018.0,Import,Oman,Qatar,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,166247.0,,21.0000287,57.0036901,25.3336984,51.2295295
2018,2018.0,Import,Oman,Saudi Arabia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,5950147.0,,21.0000287,57.0036901,25.6242618,42.3528328
2018,2018.0,Import,Oman,India,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,2432577.0,,21.0000287,57.0036901,22.3511148,78.6677428
2018,2018.0,Import,Oman,Singapore,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,461791.0,,21.0000287,57.0036901,1.357107,103.8194992
2018,2018.0,Import,Oman,Somalia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,780.0,,21.0000287,57.0036901,8.3676771,49.083416
2018,2018.0,Import,Oman,Spain,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,775937.0,,21.0000287,57.0036901,39.3260685,-4.8379791
2018,2018.0,Import,Oman,Sudan,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,83.0,,21.0000287,57.0036901,14.5844444,29.4917691
2018,2018.0,Import,Oman,Switzerland,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,17576.0,,21.0000287,57.0036901,46.7985624,8.2319736
2018,2018.0,Import,Oman,Syria,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1040.0,,21.0000287,57.0036901,34.6401861,39.0494106
2018,2018.0,Import,Oman,Thailand,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,22473.0,,21.0000287,57.0036901,14.8971921,100.83273
2018,2018.0,Import,Oman,United Arab Emirates,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,55991058.0,,21.0000287,57.0036901,24.0002488,53.9994829
2018,2018.0,Import,Oman,Tunisia,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1831063.0,,21.0000287,57.0036901,33.8439408,9.400138
2018,2018.0,Import,Oman,Turkey,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,945146.0,,21.0000287,57.0036901,38.9597594,34.9249653
2018,2018.0,Import,Oman,Uganda,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,631.0,,21.0000287,57.0036901,1.5333554,32.2166578
2018,2018.0,Import,Oman,Ukraine,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,24394905.0,,21.0000287,57.0036901,49.4871968,31.2718321
2018,2018.0,Import,Oman,Egypt,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,7417.0,,21.0000287,57.0036901,26.2540493,29.2675469
2018,2018.0,Import,Oman,United Kingdom,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,71898.0,,21.0000287,57.0036901,54.7023545,-3.2765753
2018,2018.0,Import,Oman,United Rep. of Tanzania,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,101.0,,21.0000287,57.0036901,,
2018,2018.0,Import,Oman,Free Zones,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,15981.0,,21.0000287,57.0036901,5.57675525,-0.1653113957934536
2018,2018.0,Import,Oman,USA,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,11222737.0,,21.0000287,57.0036901,39.7837304,-100.445882
2018,2018.0,Import,Oman,Uruguay,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,105773.0,,21.0000287,57.0036901,-32.8755548,-56.0201525
2018,2018.0,Import,Oman,Yemen,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,56923.0,,21.0000287,57.0036901,16.3471243,47.8915271
