yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Azerbaijan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Central Asia,Asia,556,40.3936294,47.7872508,39.89317229901691,61.060280637304274
2009,2009,Export,Azerbaijan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Eastern Europe,Europe,75673,40.3936294,47.7872508,51.67568633314729,27.673469819741847
2009,2009,Export,Azerbaijan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,Western Asia,Asia,3200,40.3936294,47.7872508,26.42921218083572,52.86847103284948
2009,2009,Export,Azerbaijan,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,World,World,79429,40.3936294,47.7872508,,
