yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2004,2004,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,26604,26.1551249,50.5344606,6.06272746187266,22.727528470146083
2004,2004,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials,World,World,32848,26.1551249,50.5344606,,
2004,2004,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Qatar, Qatar,548,26.1551249,50.5344606,,
2004,2004,Re-Export,Bahrain,25,Salt; sulfur; earths and stone; plastering materials, Saudi Arabia, Saudi Arabia,5697,26.1551249,50.5344606,,
