yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,7133,35.8885993,14.4476911,-16.85099460447687,133.4130365630627
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,92683,35.8885993,14.4476911,17.925141963241547,-78.01492950057497
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Tunisia,Tunisia,1691,35.8885993,14.4476911,,
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,53752,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,165883,35.8885993,14.4476911,,
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,67,35.8885993,14.4476911,,
2005,2005,Export,Malta,35,Albuminoidal substances; modified starches; glues; enzymes,Libya, Libya,10557,35.8885993,14.4476911,,
