yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2015,2015,Export,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Northern Europe,Europe,1081,35.8885993,14.4476911,59.36075159783851,25.01346951967388
2015,2015,Export,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Sub-Saharan Africa,Africa,1014,35.8885993,14.4476911,6.06272746187266,22.727528470146083
2015,2015,Export,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Europe,Europe,2591,35.8885993,14.4476911,47.92172048214207,7.866753258497997
2015,2015,Export,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,4731,35.8885993,14.4476911,,
2015,2015,Export,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Libya, Libya,44,35.8885993,14.4476911,,
