yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2007,2007,Export,Georgia,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,54420
2007,2007,Export,Georgia,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,726855
2007,2007,Export,Georgia,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,3262
2007,2007,Export,Georgia,4,Dairy produce; birds eggs; natural honey;,World,World,1565831
