yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Australia and New Zealand,Oceania,28774732,31.17,-7.33,-16.85099460447687,133.4130365630627
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Asia,Asia,12219801,31.17,-7.33,37.977378106878206,73.97804075806764
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Eastern Europe,Europe,30609481,31.17,-7.33,51.67568633314729,27.673469819741847
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Egypt,Egypt,155098,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Latin America and the Caribbean,Americas,54599192,31.17,-7.33,17.925141963241547,-78.01492950057497
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern America,Americas,82631745,31.17,-7.33,43.897683433510366,-100.08947125585888
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Northern Europe,Europe,3747708,31.17,-7.33,59.36075159783851,25.01346951967388
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,South-eastern Asia,Asia,19376510,31.17,-7.33,10.528384761701911,103.08333472012376
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Asia,Asia,2544313,31.17,-7.33,25.499703063807168,75.5024015339642
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Southern Europe,Europe,84182175,31.17,-7.33,40.12399607988535,20.742583178432696
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Sub-Saharan Africa,Africa,6575218,31.17,-7.33,6.06272746187266,22.727528470146083
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Tunisia,Tunisia,3007662,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Western Europe,Europe,49588298,31.17,-7.33,47.92172048214207,7.866753258497997
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,World,World,418009273,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Algeria, Algeria,659328,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Cyprus, Cyprus,152304,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Lebanon, Lebanon,20657,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Mauritania, Mauritania,2002540,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Pakistan, Pakistan,6270726,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,Saudi Arabia, Saudi Arabia,47229,31.17,-7.33,,
2003,2003,Export,Morocco,25,Salt; sulfur; earths and stone; plastering materials,United Arab Emirates, United Arab Emirates,5563,31.17,-7.33,,
