yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,69231,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,4304080,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,5755480,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,1527386,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,755167,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,176586,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,857002,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,404149,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,3174230,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,22021238,25.3336984,51.2295295,,
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Jordan, Jordan,218977,25.3336984,51.2295295,,
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Kuwait, Kuwait,47724,25.3336984,51.2295295,,
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Oman, Oman,454462,25.3336984,51.2295295,,
2018,2018,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes, Saudi Arabia, Saudi Arabia,32445,25.3336984,51.2295295,,
