yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,399281,34.9823018,33.1451285,37.977378106878206,73.97804075806764
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,13031,34.9823018,33.1451285,51.67568633314729,27.673469819741847
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,176449,34.9823018,33.1451285,17.925141963241547,-78.01492950057497
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,70466,34.9823018,33.1451285,43.897683433510366,-100.08947125585888
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,640574,34.9823018,33.1451285,59.36075159783851,25.01346951967388
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,4745,34.9823018,33.1451285,10.528384761701911,103.08333472012376
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,4874611,34.9823018,33.1451285,40.12399607988535,20.742583178432696
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,9359,34.9823018,33.1451285,26.42921218083572,52.86847103284948
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,2886483,34.9823018,33.1451285,47.92172048214207,7.866753258497997
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9344849,34.9823018,33.1451285,,
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Israel, Israel,227717,34.9823018,33.1451285,,
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, Lebanon, Lebanon,369,34.9823018,33.1451285,,
2014,2014,Import,Cyprus,35,Albuminoidal substances; modified starches; glues; enzymes, United Arab Emirates, United Arab Emirates,13360,34.9823018,33.1451285,,
