yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Sub-region,Region,TradeValue
2013,2013,Export,Algeria,73,Iron or steel articles,Australia and New Zealand,Oceania,9911
2013,2013,Export,Algeria,73,Iron or steel articles,Eastern Asia,Asia,21224
2013,2013,Export,Algeria,73,Iron or steel articles,Eastern Europe,Europe,993
2013,2013,Export,Algeria,73,Iron or steel articles,Latin America and the Caribbean,Americas,572
2013,2013,Export,Algeria,73,Iron or steel articles,Northern Africa,Africa,459900
2013,2013,Export,Algeria,73,Iron or steel articles,Northern America,Americas,150453
2013,2013,Export,Algeria,73,Iron or steel articles,Northern Europe,Europe,32292
2013,2013,Export,Algeria,73,Iron or steel articles,South-eastern Asia,Asia,201477
2013,2013,Export,Algeria,73,Iron or steel articles,Southern Europe,Europe,529
2013,2013,Export,Algeria,73,Iron or steel articles,Sub-Saharan Africa,Africa,33689
2013,2013,Export,Algeria,73,Iron or steel articles,Western Asia,Asia,118
2013,2013,Export,Algeria,73,Iron or steel articles,Western Europe,Europe,445687
2013,2013,Export,Algeria,73,Iron or steel articles,World,World,1398637
