yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Central Asia,Asia,3000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Eastern Asia,Asia,19000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Eastern Europe,Europe,10000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Northern America,Americas,2000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Northern Europe,Europe,18000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",South-eastern Asia,Asia,48000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Southern Asia,Asia,9000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Southern Europe,Europe,81000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Sub-Saharan Africa,Africa,2000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",Western Europe,Europe,250000
2004,2004,Import,Lebanon,86,"Railway or tramway locomotives, rolling-stock and parts thereof",World,World,515000
