rtTitle,Subregion,rgDesc,TradeValue
Afghanistan,Azerbaijan,Import,14688488
Afghanistan,Georgia,Import,18870
Afghanistan,Iraq,Export,11184770
Afghanistan,Israel,Import,251
Afghanistan,Jordan,Export,1367951
Afghanistan,Jordan,Import,920428
Afghanistan,Lebanon,Export,469702
Afghanistan,Lebanon,Import,1516701
Afghanistan,Pakistan,Export,283316887
Afghanistan,Pakistan,Import,1187025384
Afghanistan,Saudi Arabia,Export,1138003
Afghanistan,Saudi Arabia,Import,9820457
Afghanistan,United Arab Emirates,Export,9368012
Afghanistan,United Arab Emirates,Import,198040463
Afghanistan,World,Export,596266106
Afghanistan,World,Import,6497472356
