yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Australia and New Zealand,Oceania,129346,33.7680065,66.2385139,-16.85099460447687,133.4130365630627
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Central Asia,Asia,16547,33.7680065,66.2385139,39.89317229901691,61.060280637304274
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Eastern Asia,Asia,652588,33.7680065,66.2385139,37.977378106878206,73.97804075806764
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Eastern Europe,Europe,192872,33.7680065,66.2385139,51.67568633314729,27.673469819741847
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Egypt,Egypt,43750,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern America,Americas,447467,33.7680065,66.2385139,43.897683433510366,-100.08947125585888
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Northern Europe,Europe,1401439,33.7680065,66.2385139,59.36075159783851,25.01346951967388
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,South-eastern Asia,Asia,223554,33.7680065,66.2385139,10.528384761701911,103.08333472012376
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Southern Asia,Asia,1699836,33.7680065,66.2385139,25.499703063807168,75.5024015339642
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Southern Europe,Europe,6130,33.7680065,66.2385139,40.12399607988535,20.742583178432696
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Western Asia,Asia,434805,33.7680065,66.2385139,26.42921218083572,52.86847103284948
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Western Europe,Europe,4249025,33.7680065,66.2385139,47.92172048214207,7.866753258497997
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,World,World,50622489,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Pakistan, Pakistan,34849304,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,Saudi Arabia, Saudi Arabia,293070,33.7680065,66.2385139,,
2011,2011,Import,Afghanistan,4,Dairy produce; birds eggs; natural honey;,United Arab Emirates, United Arab Emirates,563089,33.7680065,66.2385139,,
