yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,3463,-12.2045176,44.2832964,37.977378106878206,73.97804075806764
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,6619,-12.2045176,44.2832964,6.06272746187266,22.727528470146083
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,9942,-12.2045176,44.2832964,47.92172048214207,7.866753258497997
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,73719,-12.2045176,44.2832964,,
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Kuwait, Kuwait,246,-12.2045176,44.2832964,,
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,151,-12.2045176,44.2832964,,
2009,2009,Import,Comoros,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,53295,-12.2045176,44.2832964,,
