yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Re-Export,Oman,World,79,Zinc and articles thereof,953292,,,-36.8535712,174.7456809
2019,2019,Re-Export,Oman,China,79,Zinc and articles thereof,260,,,35.000074,104.999927
2019,2019,Re-Export,Oman,Iran,79,Zinc and articles thereof,42488,,,32.6475314,54.5643516
2019,2019,Re-Export,Oman,Malaysia,79,Zinc and articles thereof,192676,,,4.5693754,102.2656823
2019,2019,Re-Export,Oman,"Other Asia, nes",79,Zinc and articles thereof,176988,,,,
2019,2019,Re-Export,Oman,Norway,79,Zinc and articles thereof,38634,,,60.5000209,9.0999715
2019,2019,Re-Export,Oman,Qatar,79,Zinc and articles thereof,228468,,,25.3336984,51.2295295
2019,2019,Re-Export,Oman,Saudi Arabia,79,Zinc and articles thereof,3830,,,25.6242618,42.3528328
2019,2019,Re-Export,Oman,Singapore,79,Zinc and articles thereof,5,,,1.357107,103.8194992
2019,2019,Re-Export,Oman,United Arab Emirates,79,Zinc and articles thereof,106390,,,24.0002488,53.9994829
2019,2019,Re-Export,Oman,Turkey,79,Zinc and articles thereof,142010,,,38.9597594,34.9249653
2019,2019,Re-Export,Oman,United Kingdom,79,Zinc and articles thereof,2746,,,54.7023545,-3.2765753
2019,2019,Re-Export,Oman,Free Zones,79,Zinc and articles thereof,5245,,,,
2019,2019,Re-Export,Oman,Yemen,79,Zinc and articles thereof,13547,,,16.3471243,47.8915271
