yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Re-Export,Saudi Arabia,World,11.0,Products of the milling industry; malt; starches; inulin,794934.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2003,2003.0,Re-Export,Saudi Arabia,Eritrea,11.0,Products of the milling industry; malt; starches; inulin,51200.0,,25.6242618,42.3528328,15.9500319,37.9999668
2003,2003.0,Re-Export,Saudi Arabia,Libya,11.0,Products of the milling industry; malt; starches; inulin,96000.0,,25.6242618,42.3528328,26.8234472,18.1236723
2003,2003.0,Re-Export,Saudi Arabia,Fmr Sudan,11.0,Products of the milling industry; malt; starches; inulin,73067.0,,25.6242618,42.3528328,18.046398,34.41288
2003,2003.0,Re-Export,Saudi Arabia,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin,450134.0,,25.6242618,42.3528328,24.0002488,53.9994829
2003,2003.0,Re-Export,Saudi Arabia,Yemen,11.0,Products of the milling industry; malt; starches; inulin,124533.0,,25.6242618,42.3528328,16.3471243,47.8915271
