yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2013,2013,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Western Asia,Asia,8207,31.46,34.26,26.42921218083572,52.86847103284948
2013,2013,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,World,World,599006,31.46,34.26,,
2013,2013,Import,State of Palestine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,Israel, Israel,590799,31.46,34.26,,
