yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,rtLat,rtLon,ptLat_export,ptLon_export,mid,TradeValue_import,ptLat_import,ptLon_import
2019.0,2019.0,Export,Qatar,World,1.0,Animals; live,14579777.0,25.3336984,51.2295295,-36.8535712,174.7456809,12019Qatar,187637691.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,2.0,Meat and edible meat offal,1725697.0,25.3336984,51.2295295,-36.8535712,174.7456809,22019Qatar,521433400.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",85049.0,25.3336984,51.2295295,-36.8535712,174.7456809,32019Qatar,91255983.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,4.0,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",2609313.0,25.3336984,51.2295295,-36.8535712,174.7456809,42019Qatar,298672977.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,5.0,Animal originated products; not elsewhere specified or included,2890498.0,25.3336984,51.2295295,-36.8535712,174.7456809,52019Qatar,1749538.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,11.0,"Products of the milling industry; malt, starches, inulin, wheat gluten",208302.0,25.3336984,51.2295295,-36.8535712,174.7456809,112019Qatar,28073968.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,12.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",141670.0,25.3336984,51.2295295,-36.8535712,174.7456809,122019Qatar,57319773.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,13.0,"Lac; gums, resins and other vegetable saps and extracts",51744.0,25.3336984,51.2295295,-36.8535712,174.7456809,132019Qatar,5108283.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,14.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included,15279.0,25.3336984,51.2295295,-36.8535712,174.7456809,142019Qatar,392835.0,-36.8535712,174.7456809
2019.0,2019.0,Export,Qatar,World,15.0,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,4439256.0,25.3336984,51.2295295,-36.8535712,174.7456809,152019Qatar,83274422.0,-36.8535712,174.7456809
