yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,49000,40.7696272,44.6736646,-16.85099460447687,133.4130365630627
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,156794,40.7696272,44.6736646,51.67568633314729,27.673469819741847
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,13000,40.7696272,44.6736646,25.499703063807168,75.5024015339642
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,288,40.7696272,44.6736646,40.12399607988535,20.742583178432696
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1170,40.7696272,44.6736646,47.92172048214207,7.866753258497997
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,231079,40.7696272,44.6736646,,
2009,2009,Export,Armenia,35,Albuminoidal substances; modified starches; glues; enzymes,Georgia, Georgia,10827,40.7696272,44.6736646,,
