yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Re-Export,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1641106.0,,30.3308401,71.247499,-36.8535712,174.7456809
2015,2015.0,Re-Export,Pakistan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32371.0,,30.3308401,71.247499,24.4769288,90.2934413
2015,2015.0,Re-Export,Pakistan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",90024.0,,30.3308401,71.247499,42.6073975,25.4856617
2015,2015.0,Re-Export,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",258810.0,,30.3308401,71.247499,35.000074,104.999927
2015,2015.0,Re-Export,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6388.0,,30.3308401,71.247499,51.1638175,10.4478313
2015,2015.0,Re-Export,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",172865.0,,30.3308401,71.247499,36.5748441,139.2394179
2015,2015.0,Re-Export,Pakistan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",298.0,,30.3308401,71.247499,,
2015,2015.0,Re-Export,Pakistan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",123.0,,30.3308401,71.247499,21.0000287,57.0036901
2015,2015.0,Re-Export,Pakistan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3758.0,,30.3308401,71.247499,52.2434979,5.6343227
2015,2015.0,Re-Export,Pakistan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1977.0,,30.3308401,71.247499,25.3336984,51.2295295
2015,2015.0,Re-Export,Pakistan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21113.0,,30.3308401,71.247499,64.6863136,97.7453061
2015,2015.0,Re-Export,Pakistan,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",243122.0,,30.3308401,71.247499,-28.8166236,24.991639
2015,2015.0,Re-Export,Pakistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",623023.0,,30.3308401,71.247499,24.0002488,53.9994829
2015,2015.0,Re-Export,Pakistan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50.0,,30.3308401,71.247499,38.9597594,34.9249653
2015,2015.0,Re-Export,Pakistan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",186980.0,,30.3308401,71.247499,54.7023545,-3.2765753
2015,2015.0,Re-Export,Pakistan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",206.0,,30.3308401,71.247499,39.7837304,-100.445882
